,Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Horse Name,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price,filename,sale_year
1230,5,1231,"Gainesway, Agent XVI ",,Malibu Star,,CH,Colt,Malibu Star,Giant's Causeway,Unbound,,,,,"Ben Glass, Agent",450000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1231,5,1232,"Select Sales, Agent LXX ",,Irrepressible,,B,Filly,Irrepressible,Into Mischief,Unbridled Ridge,,,,,de Meric Sales,220000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1233,5,1234,"Lane's End, Agent for Dixiana Farms, LLC ",,More Than Unusual,,B,Filly,More Than Unusual,More Than Ready,Unusual Way,,,,,"Bluewater Sales LLC, Agent for Martin S. Schwartz",35000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1235,5,1236,"Taylor Made Sales Agency, Agent XXXIX ",,Moonhak Mischief,,B,Filly,Moonhak Mischief,Into Mischief,Usrah,,,,,Charlestown Investments,175000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1239,5,1240,"Lane's End, Agent ",,Nashville,,B,Colt,Nashville,Speightstown,Veronique,,,,,China Horse Club/Maverick Racing,460000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1240,5,1241,"Lane's End, Agent ",,Our Flag,,B,Colt,Our Flag,Union Rags,Via Veneto,,,,,Thomas Haughey for PTK LLC,200000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1241,5,1242,"Gainesway, Agent VII ",,Speedy Mack,,CH,Colt,Speedy Mack,Tale of the Cat,View,,,,,"Charles H. Boden, Agent for Lucky Seven Stables",130000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1242,5,1243,"Susan Y. Foreman, Agent ",,Silvermillion,,GR/RO,Colt,Silvermillion,Cairo Prince,Vintage Red,,,,,Lex-Inc.,80000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1243,5,1244,"Lane's End, Agent for Martin J. Wygod ",,Canelon,,B,Colt,Canelon,Candy Ride (ARG),Violet Rose,,,,,Romero Jaramillo Investments,20000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1245,5,1246,"Eaton Sales, Agent for Edward A. Cox, Jr. ",,Vive l'Amour,,CH,Filly,Vive l'Amour,Hard Spun,Viva La Flag,,,,,Sarah O'Brien for Rocky Rashall,40000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1248,5,1249,"Taylor Made Sales Agency, Agent CLXXIX ",,Smart Call,,DB/BR,Colt,Smart Call,Empire Maker,Washington Bridge,,,,,"Ben Glass, Agent",240000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1249,5,1250,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent I ",,Weekend Fun,,DB/BR,Filly,Weekend Fun,More Than Ready,Weekend Fantasy,,,,,Phoenix Thoroughbreds,200000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1250,5,1251,"Select Sales, Agent for Machmer Hall ",,Bayerness,,CH,Filly,Bayerness,Bayern,Weight No More,,,,,Spartan Bloodstock,170000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1251,5,1252,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent for R. S. Evans",,Swing West,,B,Colt,Swing West,Tonalist,West Coast Swing,,,,,"Omega Farm, Agent",35000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1252,5,1253,"Woods Edge Farm (Peter O'Callaghan), Agent ",,Elbrus,,GR/RO,Colt,Elbrus,Malibu Moon,Window Woman,,,,,Apogee Bloodstock,200000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1254,5,1255,"Hill 'n' Dale Sales Agency, Agent ",,Via Veritas,,DB/BR,Filly,Via Veritas,Street Sense,Win McCool,,,,,Blandford Bloodstock,340000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1256,5,1257,"Taylor Made Sales Agency, Agent CXXXIII ",,Flipardini,,B,Filly,Flipardini,Bernardini,Wow Me Free,,,,,"Jeffrey Bloom, Agent",90000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1259,5,1260,"Summerfield (Francis & Barbara Vanlangendonck), Agent X ",,Shamrocket,,B,Colt,Shamrocket,Tonalist,Zehoorr,,,,,Jerry Crawford for Donegal Racing,130000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1260,5,1261,"Baccari Bloodstock, Agent IX ",,Speightstown Again,,DB/BR,Colt,Speightstown Again,Speightstown,Zermatt,,,,,"Kenneth McPeek, Agent",675000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1261,5,1262,"Bluewater Sales LLC, Agent XV ",,Seducer,,DB/BR,Filly,Seducer,Cairo Prince,Zloty,,,,,Candy Meadows LLC,75000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1263,5,1264,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent I ",,Smart Alexsis,,B,Filly,Smart Alexsis,Pioneerof the Nile,Afleet Alexsis,,,,,Toru Okawa,32000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1264,5,1265,"Gainesway, Agent XXIX ",,East Lex,,CH,Colt,East Lex,City Zip,Aguadilla,,,,,"Jeffrey Bloom, Agent",50000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1268,5,1269,"Eaton Sales, Agent ",,Hostile Witness,,DB/BR,Colt,Hostile Witness,Verrazano,Aline's Secret,,,,,Waves Bloodstock,100000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1270,5,1271,"Gainesway, Agent XXXVII ",,Instinctive Rhythm,,B,Colt,Instinctive Rhythm,Tapiture,All About My Girls,,,,,SGV Thoroughbreds,125000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1271,5,1272,"Darby Dan Farm, Agent IV ",,Colonel Liam,,GR/RO,Colt,Colonel Liam,Liam's Map,Amazement,,,,,Waves Bloodstock,50000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1272,5,1273,"Denali Stud (Craig & Holly Bandoroff), Agent X ",,Stonewood,,DB/BR,Filly,Stonewood,Speightstown,Amber Isle,,,,,Carlo Vaccarezza,85000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1273,5,1274,"Eaton Sales, Agent for William D. Graham (Windhaven Farms)",,Beyond Mybudget,,B,Filly,Beyond Mybudget,Munnings,Amiable Grace,,,,,Kinsman Farm,105000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1274,5,1275,"Eaton Sales, Agent ",,Spun Wickedly,,B,Filly,Spun Wickedly,Hard Spun,Anne of Kiev (IRE),,,,,Big Oak Farms,3000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1275,5,1276,"Select Sales, Agent for Machmer Hall et al. III ",,Puzzle Elegance,,DB/BR,Colt,Puzzle Elegance,Constitution,Annie's Melody,,,,,MC Bloodstock,45000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1276,5,1277,"Bluewater Sales LLC, Agent XXVIII ",,Eye Black,,B,Colt,Eye Black,Fed Biz,Apache Dancer,,,,,Thomas Haughey for PTK LLC,70000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1278,5,1279,Sierra Farm ,,Nadal,,B,Colt,Nadal,Blame,Ascending Angel,,,,,"Randy Bradshaw, Agent",65000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1281,5,1282,"Eaton Sales, Agent ",,Danzing Dunhill,,DB/BR,Colt,Danzing Dunhill,Twirling Candy,Aunt Sally,,,,,SGV Thoroughbreds,42000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1283,5,1284,"Taylor Made Sales Agency, Agent CII ",,Lastchanceforlove,,DB/BR,Filly,Lastchanceforlove,Violence,Awe Hush,,,,,"Shepherd Eq Adv, Agt for W Sanders & Larry Hirsch",190000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1284,5,1285,"Taylor Made Sales Agency, Agent CIX ",,Zintelle,,CH,Filly,Zintelle,Kitten's Joy,Awesome Flower,,,,,Brookdale Farm,85000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1285,5,1286,"Gainesway, Agent LIII ",,Market Leader,,B,Colt,Market Leader,Empire Maker,Bagatelle Park,,,,,Ocean View Farm,240000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1287,5,1288,"Hill 'n' Dale Sales Agency, Agent ",,Permission,,CH,Filly,Permission,Curlin,Bala,,,,,Eclipse Thoroughbred Partners,235000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1288,5,1289,"Pope McLean (Crestwood Farm), Agent X ",,Down On Da Bayou,,B,Filly,Down On Da Bayou,Super Saver,Bayou Tortuga,,,,,Tally Ho Stud,150000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1290,5,1291,"Buckland Sales (Zach Madden), Agent I ",,Wakes Up Happy,,B,Filly,Wakes Up Happy,Quality Road,Bern Legacy,,,,,Patillo Equine,140000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1294,5,1295,"Hill 'n' Dale Sales Agency, Agent ",,Midnight Luck,,DB/BR,Colt,Midnight Luck,Midnight Lute,Blind Luck,,,,,Triple B Farm,50000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1295,5,1296,"Eaton Sales, Agent ",,Emblem Warrior,,B,Colt,Emblem Warrior,Uncle Mo,Bloomy,,,,,"David Scanlon, Agent",30000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1296,5,1297,"Select Sales, Agent LXX ",,Wit's End,,B,Filly,Wit's End,Into Mischief,Blumen,,,,,Fox Hill Farm,400000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1299,5,1300,"Denali Stud (Craig & Holly Bandoroff), Agent XXXIV ",,Threearchbaymafia,,CH,Colt,Threearchbaymafia,Will Take Charge,Brazen Persuasion,,,,,Holly & David Wilson,225000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1300,5,1301,"Denali Stud (Craig & Holly Bandoroff), Agent I ",,Estival,,B,Filly,Estival,Summer Front,Bridal Memories,,,,,Kip McCreery,150000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1301,5,1302,"Nursery Place, Agent ",,On Purpose,,CH,Filly,On Purpose,Will Take Charge,Brief Tears,,,,,"Ben McElroy, Agent",75000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1302,5,1303,"Taylor Made Sales Agency, Agent LXXVIII ",,Falcon Claws,,CH,Colt,Falcon Claws,Union Rags,Brown Eyed Mary,,,,,Grove Stud,40000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1303,5,1304,"Legacy Bloodstock, Agent XV ",,Fredericktown,,DB/BR,Colt,Fredericktown,Constitution,Burg Berg,,,,,Silverton Hill,200000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1304,5,1305,"Hill 'n' Dale Sales Agency, Agent ",,Bolt Away,,B,Colt,Bolt Away,Munnings,Cabales,,,,,Grand Oaks,50000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1305,5,1306,"Eaton Sales, Agent ",,Royale,,B,Colt,Royale,Zoffany (IRE),Cable,,,,,Candy Meadows LLC,75000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1307,5,1308,"Taylor Made Sales Agency, Agent XXXIII ",,Hopper Fill,,CH,Colt,Hopper Fill,Tale of the Cat,Cash Is Queen,,,,,Thomas Haughey for PTK LLC,50000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1308,5,1309,"Select Sales, Agent XX ",,Fly Time,,DB/BR,Filly,Fly Time,Mr Speaker,Cashmere,,,,,"Bradley Thoroughbreds, Agent",90000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1310,5,1311,"Beth Bayer, Agent I ",,Zero to Sixty,,CH,Filly,Zero to Sixty,American Pharoah,Cat Moves,,,,,Columbine Stable,320000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1311,5,1312,"Denali Stud (Craig & Holly Bandoroff), Agent XIV ",,Smart Lucia,,GR/RO,Filly,Smart Lucia,Liam's Map,C C's Pal,,,,,Toru Okawa,40000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1312,5,1313,"Select Sales, Agent for Machmer Hall I ",,Hoof Prince,,GR/RO,Colt,Hoof Prince,Cairo Prince,Centennial Cat,,,,,Grand Oaks,85000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1313,5,1314,"Select Sales, Agent L ",,Brady's Palace,,DB/BR,Colt,Brady's Palace,Palace Malice,Ceremonious,,,,,SGV Thoroughbreds,125000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1314,5,1315,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent X ",,Jack Luvs Nova,,GR/RO,Colt,Jack Luvs Nova,Munnings,Chambray,,,,,Tommy Boyan,70000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1315,5,1316,"Hill 'n' Dale Sales Agency, Agent ",,Champagne Train,,B,Filly,Champagne Train,Into Mischief,Champagne Eyes,,,,,"D.P. Racing, LLC",125000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1317,5,1318,Brandywine Farm (Jim & Pam Robinson) ,,The Bless One,,GR/RO,Colt,The Bless One,Carpe Diem,Champagne Sparkle,,,,,Stephens Thoroughbreds,50000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1318,5,1319,"Claiborne Farm, Agent ",,Beguiled,,B,Filly,Beguiled,Orb,Charming N Lovable,,,,,"Tom McCrocklin, Agent for Little Red Feather",100000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1319,5,1320,"Pope McLean (Crestwood Farm), Agent IV ",,Two Point Oh,,GR/RO,Colt,Two Point Oh,Uncle Mo,Charming She Is,,,,,"Gene Recio, Agent",180000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1320,5,1321,"Claiborne Farm, Agent ",,Checkered,,B,Colt,Checkered,Blame,Check,,,,,Grand Oaks,65000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1321,5,1322,"Denali Stud (Craig & Holly Bandoroff), Agent XVIII ",,Perfect Star,,B,Colt,Perfect Star,Into Mischief,Chic Dancer,,,,,"Bradley Thoroughbreds, Agent",190000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1322,5,1323,"Lane's End, Agent ",,China Rose,,B,Filly,China Rose,Uncle Mo,Chloe Kate,,,,,Green Mile Racing,6000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1325,5,1326,"Taylor Made Sales Agency, Agent IV ",,Gulfstream Tiger,,CH,Colt,Gulfstream Tiger,Elusive Quality,Chulula,,,,,Powerstown Stud,55000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1326,5,1327,"Buckland Sales (Zach Madden), Agent II ",,Cindini,,DB/BR,Filly,Cindini,Bernardini,Cindy's Hero,,,,,Steven M. DeMaiolo,25000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1328,5,1329,"Gainesway, Agent for Stonestreet Bred & Raised ",,Fire Coral,,DB/BR,Filly,Fire Coral,Curlin,Coral Sun,,,,,"Kempton Bloodstock, Agent",420000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1330,5,1331,"Select Sales, Agent LXX ",,Commissioner Dave,,CH,Colt,Commissioner Dave,Commissioner,Crab Key,,,,,Grand Oaks,25000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1331,5,1332,"Select Sales, Agent for Machmer Hall ",,Violent Pass,,CH,Colt,Violent Pass,Violence,Cruzette,,,,,Norma Lee Stockseth,80000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1332,5,1333,Bettersworth Westwind Farms ,,Derby River,,B,Colt,Derby River,Violence,Cry Me a River,,,,,"H. Hatch, Agent",160000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1333,5,1334,"Nursery Place, Agent ",,Taylor's Lightning,,B,Filly,Taylor's Lightning,Liam's Map,Cukee,,,,,Woodford Thoroughbreds,135000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1335,5,1336,"Lane's End, Agent ",,Czechmight,,B,Colt,Czechmight,Street Sense,Czechers,,,,,"SF Bloodstock, LLC/Starlight West",310000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1336,5,1337,"Taylor Made Sales Agency, Agent for Relentless Racing LLC ",,Sinister Siren,,B,Filly,Sinister Siren,Empire Maker,Dakota Wind,,,,,"Kim Valerio, Agent",210000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1337,5,1338,"Runnymede Farm, Inc., Agent ",,Mischievous Mo,,B,Colt,Mischievous Mo,Into Mischief,Dame Ursula (GB),,,,,"Lothenbach Stables, Inc.",240000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1338,5,1339,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent V ",,Schmoozin,,CH,Colt,Schmoozin,Flatter,Dance With Ron,,,,,"Lothenbach Stables, Inc.",140000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1339,5,1340,"Taylor Made Sales Agency, Agent for Siena Farm LLC ",,First Degree,,DB/BR,Colt,First Degree,Bernardini,Dancing Flame,,,,,"Whitehorse, Siena & Bridlewood Farm",300000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1342,5,1343,"Denali Stud (Craig & Holly Bandoroff), Agent XXI ",,Battalion,,DB/BR,Colt,Battalion,Tiznow,Darling's Darling,,,,,China Horse Club/Maverick Racing,80000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1343,5,1344,"Denali Stud (Craig & Holly Bandoroff), Agent XXXII ",,Paterson,,DB/BR,Filly,Paterson,Uncle Mo,D' Elegance,,,,,"August Dawn/Webb Carroll Training Center, Agent",210000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1344,5,1345,"Hunter Valley Farm, Agent ",,Da Gold Room,,DB/BR,Colt,Da Gold Room,Kitten's Joy,Desertstormelite,,,,,Chris Hartman,5000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1345,5,1346,"Gainesway, Agent XX ",,Detective,,CH,Colt,Detective,Malibu Moon,Detect,,,,,Clear Ridge Stables,17000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1346,5,1347,"Hill 'n' Dale Sales Agency, Agent ",,Seven Clubs,,B,Filly,Seven Clubs,Candy Ride (ARG),Distracting,,,,,Todd Mostoller,105000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1347,5,1348,"Gainesway, Agent VI ",,Fiftyshays Ofgreen,,B,Filly,Fiftyshays Ofgreen,Bernardini,Divine Dispatch,,,,,D. J. Stable,100000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1348,5,1349,"Denali Stud (Craig & Holly Bandoroff), Agent XLIII ",,Rosy Scenario,,B,Filly,Rosy Scenario,Malibu Moon,Divine Praises,,,,,Welles Way Partners,280000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1349,5,1350,"Gainesway, Agent XXV ",,Taepung Sori,,B,Colt,Taepung Sori,Giant's Causeway,Divine Rule,,,,,"K.O.I.D. Co., Ltd.",30000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1350,5,1351,"Taylor Made Sales Agency, Agent CII ",,Dark Scimitar,,DB/BR,Colt,Dark Scimitar,Verrazano,Don't Stop to Shop,,,,,Global Equine Group / Adam Driver,30000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1352,5,1353,"Gainesway, Agent VII ",,Double Advantage,,B,Colt,Double Advantage,Tapiture,Double Harbor,,,,,West Bloodstock/Repole Stables,180000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1354,5,1355,"Lane's End, Agent ",,Square One,,DB/BR,Colt,Square One,Cairo Prince,Dream Regime,,,,,Cromwell Bloodstock,140000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1355,5,1356,Sierra Farm ,,Mission Canyon,,B,Colt,Mission Canyon,Uncle Mo,Dreamy Maiden,,,,,Atlantic Bloodstock,230000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1358,5,1359,"Lane's End, Agent ",,First Course,,B,Filly,First Course,Curlin,Dyning Out,,,,,"G. Watts Humphrey, Jr.",250000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1361,5,1362,"Blackburn Farm (Michael T. Barnett), Agent ",,Saxony,,DB/BR,Filly,Saxony,Hard Spun,Even Song,,,,,Dunwoody Farm (Bruce & Laurie Berenson),45000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1362,5,1363,"Pope McLean (Crestwood Farm), Agent VII ",,Blacktein,,DB/BR,Colt,Blacktein,Fed Biz,Excess's Best,,,,,"Off the Hook, Agent I",40000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1363,5,1364,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent VII ",,Epic Adventure,,DB/BR,Colt,Epic Adventure,Street Sense,Exchange Cat,,,,,"Ben Glass, Agent",170000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1365,5,1366,"Lane's End, Agent ",,Welcome West,,B,Colt,Welcome West,Bernardini,Fanfare,,,,,"Ben Glass, Agent",175000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1366,5,1367,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent VII ",,Panorama Sun,,CH,Colt,Panorama Sun,Flatter,Fast Tigress,,,,,Antorwag Investments,75000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1370,5,1371,"Hill 'n' Dale Sales Agency, Agent ",,Muskoka Giant,,DB/BR,Colt,Muskoka Giant,Curlin,Finn's Jewel,,,,,Justin Casse for Conrad Farms,350000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1371,5,1372,"Gainesway, Agent VI ",,Isle of Man,,GR/RO,Colt,Isle of Man,Tapit,Flores Island,,,,,"West Bloodstock, Robert and Lawana Low",850000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1372,5,1373,"Select Sales, Agent LXV ",,Winnipeg Wonder,,B,Filly,Winnipeg Wonder,Shanghai Bobby,Flowerette,,,,,"Zoom & Fish/Paul Nicks, Agent",135000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1373,5,1374,"Select Sales, Agent for Machmer Hall I ",,Screech,,CH,Colt,Screech,Tonalist,Fly in for the Win,,,,,Silverton Hill,200000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1375,5,1376,"Taylor Made Sales Agency, Agent LXXIX ",,Double That,,B,Filly,Double That,Midnight Lute,Ford Gallop,,,,,Fred M. Allor,150000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1377,5,1378,"Summerfield (Francis & Barbara Vanlangendonck), Agent for Stonestreet Bred & Raised",,Uncle Chuck,,DB/BR,Colt,Uncle Chuck,Uncle Mo,Forest Music,,,,,Three Amigos,250000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1378,5,1379,"Hill 'n' Dale Sales Agency, Agent ",,Starzip,,B,Colt,Starzip,City Zip,Freedom Star,,,,,Phoenix Thoroughbreds,200000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1379,5,1380,"Gainesway, Agent L ",,Amatista,,B,Filly,Amatista,Candy Ride (ARG),Free Flying Soul,,,,,"Off the Hook, Agent I",10000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1380,5,1381,"Denali Stud (Craig & Holly Bandoroff), Agent XX ",,First in Line,,B,Colt,First in Line,Uncle Mo,Front in Line,,,,,SGV Thoroughbreds,135000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1381,5,1382,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent I ",,Funny Enough,,B,Filly,Funny Enough,Will Take Charge,Funny Sunny,,,,,"Sallusto and Albina, Agents",250000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1382,5,1383,"Gainesway, Agent VIII ",,Jasiri,,B,Colt,Jasiri,Bernardini,Game for More,,,,,H. Allen Poindexter,10000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1383,5,1384,"Winter Quarter Farm, Agent II ",,Pleasure Garden,,B,Colt,Pleasure Garden,Union Rags,Garden of Eden,,,,,Oliver St Lawrence,90000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1384,5,1385,"Select Sales, Agent XLVII ",,Tink,,CH,Filly,Tink,Verrazano,Gayatri,,,,,Hemingway Racing & Training Stables,30000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1385,5,1386,Sierra Farm ,,Hard Target,,DB/BR,Colt,Hard Target,More Than Ready,General Consensus,,,,,Michael A. Foster,50000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1386,5,1387,"Gainesway, Agent VI ",,Into Humor,,B,Filly,Into Humor,Into Mischief,Gentle Humor,,,,,"Lothenbach Stables, Inc.",150000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1387,5,1388,"Lane's End, Agent ",,Intentonseduction,,B,Filly,Intentonseduction,Street Sense,Giant Mover,,,,,Mark Corser,110000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1388,5,1389,"Eaton Sales, Agent ",,Alpha Sixty Six,,B,Colt,Alpha Sixty Six,Liam's Map,Giant Sensation,,,,,"Steven W. Young, Agent",400000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1390,5,1391,"Bedouin Bloodstock, Agent III ",,Boddington,,CH,Colt,Boddington,Violence,Gold Canyon,,,,,Lauren Evans & Ralph M. Evans,250000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1393,5,1394,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent I ",,Enchanted Empire,,DB/BR,Colt,Enchanted Empire,Empire Maker,Goldena Podkove,,,,,"Lauren Carlisle, Agent",190000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1394,5,1395,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent IV ",,Kingsten's Gold,,DB/BR,Colt,Kingsten's Gold,Ghostzapper,Golden Finale,,,,,Courtlandt Farm,525000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
1395,5,1396,"Bluewater Sales LLC, Agent II ",,Jasper Shine,,CH,Colt,Jasper Shine,Violence,Golden Made,,,,,Hideyuki Mori,100000.0,..\data\keeneland\sept-yearling\2018\lots.csv,2018
